"","x"
"unbelievable",-0.216429647937502
"problem_with_this",-0.215736606224629
"2_out",-0.214541694097902
"look_like",-0.211579530241771
"none_of",-0.211392874412528
"bad_film",-0.209854603622284
"below",-0.209025920712971
"one_dimensional",-0.208095683850354
"useless",-0.207608546451528
"alright",-0.207481623052018
"too_many",-0.206552319760716
"walked",-0.204337845557054
"script",-0.202965062214873
"neither",-0.202499471700365
"idea",-0.202340812017909
"without_any",-0.200732671977555
"this_horrible",-0.199501145294535
"don't_believe",-0.199220041611143
"reason",-0.198766648027818
"cliché",-0.197793981323165
"otherwise",-0.19622567308626
"seemed",-0.195448357871284
"this_piece",-0.192616176130156
"minutes_of",-0.190069174380235
"silly",-0.189072918997828
"why_do",-0.188987184498915
"would_been",-0.188756565673238
"unfortunately_this",-0.186717646218659
"paper",-0.186584629548799
"whatsoever",-0.185743089220169
"unintentionally",-0.181373442911824
"paint",-0.181206485814659
"scientist",-0.180364238508179
"trash",-0.179371352338754
"couldn't",-0.178518968068752
"like_watching",-0.177488371304026
"lack_of",-0.177373468968499
"than_this",-0.176606899814453
"biggest_problem",-0.174302134577079
"thin",-0.174275659982841
"walking_around",-0.173746654210444
"from_outer_space",-0.173234045184928
"to_write",-0.172659840142175
"why_did",-0.171429766889307
"boredom",-0.170908372819652
"of_clichés",-0.169636350883807
"appalling",-0.168923805065061
"time_money",-0.168738066217735
"i'm_sorry",-0.166943407602415
"basically",-0.165954962946944
"nothing_in",-0.165652336834314
"bored",-0.165231461093003
"clichéd",-0.164735225436842
"pile",-0.164640240972185
"horribly",-0.164512370518467
"cash_in",-0.164209869184182
"confusing",-0.163453504880056
"contrived",-0.163138253632366
"unintentional",-0.16250286421839
"watchable",-0.162289715600094
"don't_even",-0.162031941583542
"minutes_or",-0.1608518220064
"at_best",-0.160364003675
"this_movie_bad",-0.157046433311094
"say_about",-0.15698911930323
"flat",-0.155912823716834
"wrong",-0.155490538919617
"continuity",-0.155383158178163
"not_watch",-0.155279837215035
"for_free",-0.154074690508644
"movie_just",-0.153763308583451
"if_want",-0.153418950514922
"that_would",-0.151937842021612
"toilet",-0.151806034932202
"except",-0.151462060294097
"ok",-0.150413974937718
"only_good",-0.15028698355815
"very_little",-0.1474179551492
"horrid",-0.146827583087251
"reason_for",-0.144444792552516
"movie_sucks",-0.143956531340808
"should_been",-0.141969701972605
"thrown",-0.140205440991332
"any_real",-0.139910107111916
"stinks",-0.139631067519229
"0",-0.138782052474074
"positive",-0.137983926822827
"isn't_funny",-0.137324682781433
"either",-0.136024773513089
"coherent",-0.135099248892837
"just_too",-0.134867193206631
"as_if",-0.134775977765566
"original",-0.133903263597722
"low",-0.133800297681486
"director",-0.132978695100629
"not_much",-0.131847913301207
"whole_movie",-0.131618730050351
"about_as",-0.131519880204339
"stay_away",-0.129910385854273
"hated",-0.1295717955181
"nor",-0.129450086225343
"tired",-0.12898900272366
"trying",-0.128971093938806
"inept",-0.128041201351291
"zombies",-0.126995443841966
"attempt_at",-0.12594995001628
"if_director",-0.125644892081328
"so_called",-0.123705081748295
"junk",-0.123004090151416
"chick",-0.121118847975087
"only_thing",-0.12033756447169
"with_no",-0.119612946185789
"wouldn't_recommend",-0.117880688486312
"don't_bother",-0.117769879699057
"completely",-0.116449131038992
"dumb",-0.116390591636763
"but_then",-0.116185240171641
"unlikeable",-0.115392027615674
"to_work_with",-0.115006568838409
"camera",-0.114670348426832
"accent",-0.1144324996211
"someone",-0.112691176437045
"absolutely_nothing",-0.111735769700898
"no_purpose",-0.11110811917038
"looks_like",-0.111020139980821
"whole_thing",-0.110488475984506
"sucked",-0.110101619910721
"write",-0.109047067940225
"plastic",-0.108155538996066
"money",-0.107830593073687
"grade",-0.107828142830246
"of_zombies",-0.103948830271987
"3",-0.1036939544846
"apparently",-0.103190238752487
"joke",-0.102911378246584
"1",-0.102239606190894
"for_this",-0.101800295721252
"to_act",-0.101246691414278
"clichés",-0.101106774137717
"funny_or",-0.101104219073361
"come_on",-0.101092668598894
"worst_movie",-0.0998872807010239
"ripped",-0.099274808536019
"much_better",-0.0992267758733824
"through_this",-0.0990361063554199
"numbing",-0.0984241237974975
"make_movie",-0.0946342894832628
"made_no_sense",-0.0944239970272293
"gore",-0.093719529387808
"plot",-0.0932963931296433
"wonder",-0.0925775111304797
"not_watch_this",-0.0920852265838836
"it's_just",-0.0909760245232155
"you'd",-0.0900635504675758
"guess",-0.0895165832317669
"rented",-0.0883136354208439
"why",-0.0882298727522507
"hour",-0.0872450753293288
"blood",-0.0866225866547174
"half",-0.0858831685604511
"too_much",-0.0855073077819561
"straight_to",-0.0853634071589991
"not_make",-0.0849301688984545
"ugly",-0.0847046702967165
"sub_par",-0.0841742415084401
"remake",-0.0841354784366279
"acting",-0.0832834009268908
"producers",-0.0830804614339949
"watching_this",-0.0816574395053977
"bad_movie",-0.0815974167826375
"next_time",-0.0812320906602206
"might",-0.0810740588814673
"looks",-0.0809796297955066
"care_about",-0.0800698920619275
"abomination",-0.0799495531110781
"absolutely_no",-0.0796909890566437
"not_that",-0.0795988070848036
"just_stupid",-0.0793552626426812
"problem",-0.0775996877901889
"explained",-0.0775345610140917
"devoid_of",-0.0768372559228337
"first_place",-0.0759121008733713
"looking",-0.0756588195741846
"about_only",-0.0742492185464602
"effects",-0.0742068232387264
"embarrassingly",-0.0741946579362206
"obvious",-0.0739449231891109
"some_kind_of",-0.0736725812747166
"moronic",-0.073597777244543
"any_of",-0.0712830858962255
"no",-0.0699588541718364
"least",-0.0698735289971401
"value",-0.0694454208934128
"this_just",-0.0686107706956955
"bad_but",-0.0679822416510884
"five_minutes",-0.0674296131198373
"at_all_costs",-0.066524496608914
"this_movie_had",-0.0657802615730036
"disappointed",-0.0643889636577384
"deserve",-0.0643263639184542
"to_video",-0.0627933595638479
"rent",-0.062005503045216
"should",-0.061439602043731
"atrocious",-0.0613982541637158
"attempt_to",-0.0612819420504592
"effort",-0.0601630135083235
"nudity",-0.0598124618782299
"would",-0.0594578364571863
"just_doesn't_work",-0.0593161950781074
"thing",-0.0589630929961552
"hideous",-0.0585011375395725
"mention",-0.0584923744936767
"suppose",-0.0573699858524604
"any",-0.0563453393849584
"on_earth",-0.0554414156931949
"waste_of",-0.0546353161696372
"paint_dry",-0.0544748856615056
"only",-0.0534104984276772
"off",-0.0530152195890966
"didn't",-0.0526578649245642
"but_even",-0.0515419017082474
"anything",-0.0510560410990191
"repetitive",-0.0508617109921417
"make_out",-0.0493691610114235
"complete",-0.0483377853690801
"could_been_so_much",-0.0477413804739649
"to_make",-0.0472381287416278
"be_avoided",-0.047145134413201
"this_junk",-0.0456613402355792
"actors",-0.0453553952320896
"really_bad",-0.0452027034863726
"screaming",-0.0449661037212283
"decent",-0.044316552130886
"seems",-0.043450984448022
"shelf",-0.0431283370548291
"but_this",-0.0426131706291641
"seagal",-0.0402805545348398
"stupidity",-0.0393483850489072
"really_wanted",-0.0384338496580462
"to_believe",-0.0383037815722526
"wow",-0.0382939912766704
"naked",-0.03787718824762
"piece_of",-0.0377303145845955
"does_nothing",-0.036932699031009
"watching",-0.0351376869780913
"die",-0.0350233448902743
"felt_like",-0.0343984045860983
"disaster",-0.0341952512532291
"sit_through",-0.0341532378567291
"no_real",-0.0335224475229022
"2",-0.0334748261521325
"on_on",-0.0325122977359776
"b_movie",-0.0319366815198277
"care",-0.0316293080722658
"dimensional",-0.0305918414996589
"at_least",-0.0305807156828615
"honestly",-0.0298223255950056
"first_off",-0.0296887246154321
"should_never",-0.0292495348688353
"thinking",-0.0285056342659973
"f",-0.0284145299709015
"bunch_of",-0.0275864580897844
"point",-0.0268968503403229
"of_this_movie",-0.0260387707583519
"better",-0.0258449069740133
"to_be",-0.0256021539250135
"would_be",-0.0251720544898584
"project",-0.0248437208641514
"can't_believe",-0.0245435005565247
"2_out_of",-0.0218759151690351
"spent_on",-0.0205707481896005
"rest",-0.0197497374071645
"could",-0.0194087881292613
"just",-0.0186651572265703
"more_like",-0.0178871369816676
"better_to_do",-0.017668522165175
"even",-0.0175469173819577
"doing",-0.0154887458785765
"first_of_all",-0.0146582405228976
"if_had",-0.0139293350758643
"dialogue",-0.0138519864681789
"some_guy",-0.0128881296336114
"shoot",-0.0116394470244868
"make",-0.0107487319944908
"killed",-0.00984001958710347
"all_costs",-0.00979138569611842
"they're",-0.0082975304466679
"enough",-0.00770944253156591
"doesn't",-0.00751316641806672
"one_of_worst",-0.00735439545025471
"unrealistic",-0.00677939025231683
"good_idea",-0.00619261951806285
"even_worth",-0.00461598613376729
"believe_that",-0.00391238415760765
"4_out",-0.00311249155436717
"ended_up",-0.00242675081402098
"very_bad",-0.00195825019644419
"other_than",-0.000812111860417673
"nothing_to",-0.000694402866145663
"wouldn't",-0.000510928610402327
